seq_id,entry_point,code,code_token_length
41978546995,numberOfWays,"def numberOfWays(m, n): 
    # Create a 2D table to store results of subproblems 
    count = [[0 for x in range(n)] for x in range(m)] 
  
    # Count of paths to reach any cell in first column is 1 
    for i in range(m): 
        count[i][0] = 1; 
  
    # Count of paths to reach any cell in first column is 1 
    for j in range(n): 
        count[0][j] = 1; 
  
    # Calculate count of paths for other cells in bottom-up manner using the recursive solution 
    for i in range(1, m): 
        for j in range(n): 
            count[i][j] = count[i-1][j] + count[i][j-1] 
    return count[m-1][n-1]",184
22376782791,find_largest_palindrome,"def find_largest_palindrome(orig: str) -> str:
    if len(orig) <= 1:
        return orig
    best = """"  # best palindrome string
    for i in range(len(orig)):
        # Case 1: odd length palindrome
        acc = expand_around_center(orig, i, i)
        if len(acc) > len(best):
            best = acc
        # Case 2: even length palindrome
        acc = expand_around_center(orig, i, i+1)
        if len(acc) > len(best):
            best = acc
    return best

def expand_around_center(s: str, left: int, right: int) -> str:
    while left >= 0 and right < len(s) and s[left] == s[right]:
        left -= 1
        right += 1
    return s[left+1:right]",184
22961543392,max_unique_substring,"def max_unique_substring(s: str) -> int:
    # Initialize the start index of the current substring and the maximum length
    start, max_len = 0, 0
    # Initialize a dictionary to store the last index of each character
    char_index = {}

    for i, char in enumerate(s):
        # If the character is already in the dictionary and its last index is greater than or equal to the start index of the current substring
        if char in char_index and char_index[char] >= start:
            # Update the start index to the next index after the last occurrence of the character
            start = char_index[char] + 1
        # Update the last index of the character
        char_index[char] = i
        # Update the maximum length if necessary
        max_len = max(max_len, i - start + 1)

    return max_len",184
23908943673,minEditDistance,"def minEditDistance(str1, str2):
    m, n = len(str1), len(str2)
    dp = [[0 for _ in range(n+1)] for _ in range(m+1)]
    
    for i in range(m+1):
        for j in range(n+1):
            if i == 0:
                dp[i][j] = j
            elif j == 0:
                dp[i][j] = i
            elif str1[i-1] == str2[j-1]:
                dp[i][j] = dp[i-1][j-1]
            else:
                dp[i][j] = 1 + min(dp[i][j-1],    # Insert
                                   dp[i-1][j],    # Remove
                                   dp[i-1][j-1])  # Replace
    return dp[m][n]",184
4195158827,max_distance,"from collections import deque

def max_distance(grid):
    N = len(grid)
    queue = deque()
    seen = set()
    for i in range(N):
        for j in range(N):
            if grid[i][j]:
                seen.add((i, j))
                queue.append((i, j, 0))
    ans = 0
    while queue:
        i, j, d = queue.popleft()
        ans = d
        for ni, nj in ((i + 1, j), (i - 1, j), (i, j + 1), (i, j - 1)):
            if 0 <= ni < N and 0 <= nj < N and (ni, nj) not in seen:
                seen.add((ni, nj))
                queue.append((ni, nj, d + 1))
    return ans if ans else -1",184
27612370799,unique_pair_sum,"def unique_pair_sum(nums, target):
    nums.sort()
    left = 0
    right = len(nums) - 1
    seen_pairs = set()
    unique_pairs = 0
    
    while left < right:
        current_sum = nums[left] + nums[right]
        
        if current_sum == target:
            pair = (nums[left], nums[right])
            if pair not in seen_pairs:
                unique_pairs += 1
                seen_pairs.add(pair)
            left += 1
            right -= 1
            
            # Skip duplicates
            while left < right and nums[left] == nums[left - 1]:
                left += 1
            while left < right and nums[right] == nums[right + 1]:
                right -= 1
        elif current_sum < target:
            left += 1
        else:
            right -= 1
            
    return unique_pairs",184
38559263057,month_days,"def month_days(month, year):
    # List of days in each month for non-leap year
    days_in_month = [31, 28, 31, 30, 31, 30, 31, 31, 30, 31, 30, 31]
    
    # Check for leap year
    if year % 4 == 0:
        if year % 100 == 0:
            if year % 400 == 0:
                # It's a leap year
                days_in_month[1] = 29
            # Not a leap year
        elif year % 4 == 0:
            # It's a leap year
            days_in_month[1] = 29

    return days_in_month[month - 1]",184
18585925374,find_zero_sum_triplets,"def find_zero_sum_triplets(nums):
    triplets = []
    nums.sort()
    for i in range(len(nums)):
        if i > 0 and nums[i] == nums[i-1]:
            continue
        left, right = i + 1, len(nums) - 1
        while left < right:
            total = nums[i] + nums[left] + nums[right]
            if total < 0:
                left += 1
            elif total > 0:
                right -= 1
            else:
                triplets.append([nums[i], nums[left], nums[right]])
                while left < right and nums[left] == nums[left + 1]:
                    left += 1
                while left < right and nums[right] == nums[right - 1]:
                    right -= 1
                left += 1
                right -= 1
    return triplets",184
34048954400,find_first_and_last,"def find_first_and_last(arr, target):
    i = 0
    j = len(arr) - 1
    ans = -1
    while(i <= j):
        m = i + (j - i) // 2
        if(arr[m] <= target):
            if(arr[m] == target):
                ans = m
            i = m + 1
        else:
            j = m - 1
    i = 0
    j = len(arr) - 1
    ans1 = -1
    while(i <= j):
        m = i + (j - i) // 2
        if(arr[m] >= target):
            if(arr[m] == target):
                ans1 = m
            j = m - 1
        else:
            i = m + 1
    return [ans1, ans]",183
26719195545,is_valid_url,"import re
def is_valid_url(url):
    regex = re.compile(
        r'^(?:http|ftp)s?://' # http:// or https://
        r'(?:(?:[A-Z0-9](?:[A-Z0-9-]{0,61}[A-Z0-9])?\.)+(?:[A-Z]{2,6}\.?|[A-Z0-9-]{2,}\.?)|' #domain...
        r'localhost|' #localhost...
        r'\d{1,3}\.\d{1,3}\.\d{1,3}\.\d{1,3})' # ...or ip
        r'(?::\d+)?' # optional port
        r'(?:/?|[/?]\S+)$', re.IGNORECASE)
    return re.match(regex, url) is not None",183
39005162378,is_valid_url,"import re

def is_valid_url(url):
    regex = re.compile(
        r'^(?:http|ftp)s?://' # http:// or https://
        r'(?:(?:[A-Z0-9](?:[A-Z0-9-]{0,61}[A-Z0-9])?\.)+(?:[A-Z]{2,6}\.?|[A-Z0-9-]{2,}\.?)|' # domain...
        r'localhost|' # localhost...
        r'\d{1,3}\.\d{1,3}\.\d{1,3}\.\d{1,3})' # ...or ip
        r'(?::\d+)?' # optional port
        r'(?:/?|[/?]\S+)$', re.IGNORECASE)
    return re.match(regex, url) is not None",183
33322398263,smallest_window,"def smallest_window(s: str) -> str:
    distinct_chars = len(set(s))
    count = {}
    start, min_len = 0, float('inf')
    min_start = 0
    distinct_count = 0

    for end in range(len(s)):
        if s[end] in count:
            count[s[end]] += 1
        else:
            count[s[end]] = 1

        if count[s[end]] == 1:
            distinct_count += 1

        while distinct_count == distinct_chars:
            if end - start + 1 < min_len:
                min_len = end - start + 1
                min_start = start

            count[s[start]] -= 1
            if count[s[start]] == 0:
                distinct_count -= 1
            start += 1

    return s[min_start:min_start + min_len]",183
19654868001,find_median_sorted_arrays,"def find_median_sorted_arrays(nums1, nums2):
    merged_list = []
    i, j = 0, 0
    while i < len(nums1) and j < len(nums2):
        if nums1[i] < nums2[j]:
            merged_list.append(nums1[i])
            i += 1
        else:
            merged_list.append(nums2[j])
            j += 1
    while i < len(nums1):
        merged_list.append(nums1[i])
        i += 1
    while j < len(nums2):
        merged_list.append(nums2[j])
        j += 1
    n = len(merged_list)
    if n % 2 == 0:
        return (merged_list[n // 2 - 1] + merged_list[n // 2]) / 2
    else:
        return merged_list[n // 2]",183
41762888418,longest_palindrome_subsequence,"def longest_palindrome_subsequence(s):
    n = len(s)
    dp = [[0] * n for _ in range(n)]
    
    for i in range(n - 1, -1, -1):
        dp[i][i] = 1
        for j in range(i + 1, n):
            if s[i] == s[j]:
                dp[i][j] = dp[i + 1][j - 1] + 2
            else:
                dp[i][j] = max(dp[i + 1][j], dp[i][j - 1])
                
    return dp[0][n - 1]

print(longest_palindrome_subsequence(""abdbca"")) # 5
print(longest_palindrome_subsequence(""cddpd"")) # 3
print(longest_palindrome_subsequence(""pqr"")) # 1",183
25343157955,longest_common_substring,"def longest_common_substring(str1, str2):
    m = len(str1)
    n = len(str2)
    result = 0
    end = 0
    L = [[0 for x in range(n+1)] for x in range(m+1)]
    for i in range(m+1):
        for j in range(n+1):
            if i == 0 or j == 0:
                L[i][j] = 0
            elif str1[i-1] == str2[j-1]:
                L[i][j] = L[i-1][j-1] + 1
                if L[i][j] > result:
                    result = L[i][j]
                    end = i-1
            else:
                L[i][j] = 0
    return str1[end-result+1:end+1]",183
32720639400,count_primes,"def count_primes(n):
    if n <= 2:
        return 0

    # Initialize a boolean array indicating the primality of each number.
    # Initially, we assume all numbers are prime (True), except for 0 and 1,
    # which are not prime.
    is_prime = [True] * n
    is_prime[0] = is_prime[1] = False

    # Iterate over each number starting from 2 to the square root of n.
    for i in range(2, int(n**0.5) + 1):
        if is_prime[i]:
            # Mark multiples of i as not prime.
            for multiple in range(i*i, n, i):
                is_prime[multiple] = False

    # Return the count of prime numbers by summing up the boolean values in the array.
    return sum(is_prime)",183
20107890778,is_valid_URL,"import re

def is_valid_URL(url):
    regex = re.compile(
        r'^(?:http|ftp)s?://' # http:// or https://
        r'(?:(?:[A-Z0-9](?:[A-Z0-9-]{0,61}[A-Z0-9])?\.)+(?:[A-Z]{2,6}\.?|[A-Z0-9-]{2,}\.?)|' #domain...
        r'localhost|' #localhost...
        r'\d{1,3}\.\d{1,3}\.\d{1,3}\.\d{1,3})' # ...or ip
        r'(?::\d+)?' # optional port
        r'(?:/?|[/?]\S+)$', re.IGNORECASE)
    return re.match(regex, url) is not None",183
36699444443,longest_common_substring,"def longest_common_substring(str1, str2):
    m = len(str1)
    n = len(str2)
    result = 0
    end = 0
    L = [[0 for x in range(n+1)] for x in range(m+1)]
    for i in range(m+1):
        for j in range(n+1):
            if i == 0 or j == 0:
                L[i][j] = 0
            elif str1[i-1] == str2[j-1]:
                L[i][j] = L[i-1][j-1] + 1
                if L[i][j] > result:
                    result = L[i][j]
                    end = i-1
            else:
                L[i][j] = 0
    return str1[end-result+1:end+1]",183
18958592620,three_sum,"def three_sum(nums):
    nums.sort()
    result = []
    for i in range(len(nums) - 2):
        if i > 0 and nums[i] == nums[i - 1]:
            continue
        left, right = i + 1, len(nums) - 1
        while left < right:
            s = nums[i] + nums[left] + nums[right]
            if s < 0:
                left += 1
            elif s > 0:
                right -= 1
            else:
                result.append([nums[i], nums[left], nums[right]])
                while left < right and nums[left] == nums[left + 1]:
                    left += 1
                while left < right and nums[right] == nums[right - 1]:
                    right -= 1
                left += 1
                right -= 1
    return result",183
71446583393,is_valid_URL,"import re

def is_valid_URL(url):
    regex = re.compile(
        r'^(?:http|ftp)s?://' # http:// or https://
        r'(?:(?:[A-Z0-9](?:[A-Z0-9-]{0,61}[A-Z0-9])?\.)+(?:[A-Z]{2,6}\.?|[A-Z0-9-]{2,}\.?)|' #domain...
        r'localhost|' #localhost...
        r'\d{1,3}\.\d{1,3}\.\d{1,3}\.\d{1,3})' # ...or ip
        r'(?::\d+)?' # optional port
        r'(?:/?|[/?]\S+)$', re.IGNORECASE)
    return re.match(regex, url) is not None",183
72699846478,longest_common_substring,"def longest_common_substring(str1, str2):
    m = len(str1)
    n = len(str2)
    result = """"
    dp = [[0] * (n + 1) for _ in range(m + 1)]
    maxLength = 0

    for i in range(m + 1):
        for j in range(n + 1):
            if i == 0 or j == 0:
                dp[i][j] = 0
            elif str1[i - 1] == str2[j - 1]:
                dp[i][j] = dp[i - 1][j - 1] + 1
                if dp[i][j] > maxLength:
                    maxLength = dp[i][j]
                    result = str1[i - maxLength:i]
            else:
                dp[i][j] = 0

    return result",182
72907389518,binary_search_count,"def binary_search_count(nums, target):
    def find_left(nums, target):
        left, right = 0, len(nums)
        while left < right:
            mid = (left + right) // 2
            if nums[mid] < target:
                left = mid + 1
            else:
                right = mid
        return left

    def find_right(nums, target):
        left, right = 0, len(nums)
        while left < right:
            mid = (left + right) // 2
            if nums[mid] <= target:
                left = mid + 1
            else:
                right = mid
        return left

    left_index = find_left(nums, target)
    right_index = find_right(nums, target)

    return right_index - left_index if left_index < len(nums) and nums[left_index] == target else 0",182
72618035905,min_delete_operations,"def min_delete_operations(str1: str, str2: str) -> int:
    len_str1 = len(str1)
    len_str2 = len(str2)
    dp = [[0] * (len_str2 + 1) for _ in range(len_str1 + 1)]
    
    for i in range(len_str1 + 1):
        for j in range(len_str2 + 1):
            if i == 0 or j == 0:
                dp[i][j] = i + j
            elif str1[i - 1] == str2[j - 1]:
                dp[i][j] = dp[i - 1][j - 1]
            else:
                dp[i][j] = 1 + min(dp[i - 1][j], dp[i][j - 1])
    return dp[-1][-1]",182
20069902840,max_points_on_line,"from collections import defaultdict

def max_points_on_line(points):
    if len(points) <= 2:
        return len(points)

    def compute_slope(p1, p2):
        deltaX = p2[0] - p1[0]
        deltaY = p2[1] - p1[1]
        if deltaX == 0:
            return float('inf')
        return deltaY / deltaX

    max_points = 0

    for i in range(len(points)):
        slope_map = defaultdict(int)
        max_points_line = 1
        for j in range(i + 1, len(points)):
            slope = compute_slope(points[i], points[j])
            slope_map[slope] += 1
            max_points_line = max(max_points_line, slope_map[slope] + 1)

        max_points = max(max_points, max_points_line)

    return max_points",182
24073877767,valid_url,"import re

def valid_url(url):
    regex = re.compile(
        r'^(?:http|ftp)s?://' # http:// or https://
        r'(?:(?:[A-Z0-9](?:[A-Z0-9-]{0,61}[A-Z0-9])?\.)+(?:[A-Z]{2,6}\.?|[A-Z0-9-]{2,}\.?)|' #domain...
        r'localhost|' #localhost...
        r'\d{1,3}\.\d{1,3}\.\d{1,3}\.\d{1,3})' # ...or ip
        r'(?::\d+)?' # optional port
        r'(?:/?|[/?]\S+)$', re.IGNORECASE)
    return re.match(regex, url) is not None",182
41388258639,can_complete_schedule,"from collections import defaultdict, deque

def can_complete_schedule(numCourses, prerequisites):
    children = defaultdict(set)
    parents = defaultdict(set)
    # Build dependency
    for req in prerequisites:
        children[req[1]].add(req[0])
        parents[req[0]].add(req[1])
    # Populate children dict in case some courses doesn't have child nor parents
    for i in range(numCourses[0]):
        children[i]
    queue = deque()
    for course in children.keys():
        if course not in parents:
            queue.append(course)
    while queue:
        curr = queue.popleft()
        for child in children[curr]:
            parents[child].remove(curr)
            if len(parents[child]) == 0:
                queue.append(child)
    for _, parent in parents.items():
        if len(parent) != 0:
            return False
    return True",182
18924613562,peak_element,"def peak_element(nums):
    if len(nums) == 1:
        return 0

    lowIndex = 0
    highIndex = len(nums)-1

    if nums[lowIndex] > nums[lowIndex+1]:
        return lowIndex
    if nums[highIndex] > nums[highIndex-1]:
        return highIndex

    pivot = (lowIndex + highIndex)//2

    while pivot != lowIndex and pivot != highIndex:
            
        if nums[pivot] > nums[pivot-1] and nums[pivot] > nums[pivot+1]:
            return pivot

        if nums[pivot] < nums[pivot+1]:
            lowIndex = pivot
        elif nums[pivot] < nums[pivot-1]:
            highIndex = pivot
        pivot = (lowIndex + highIndex)//2

    return pivot",182
43370808747,generate_combinations,"KEYBOARD = {
    '2': ['a','b','c'],
    '3': ['d','e','f'],
    '4': ['g','h','i'],
    '5': ['j','k','l'],
    '6': ['m','n','o'],
    '7': ['p','q','r','s'],
    '8': ['t','u','v'],
    '9': ['w','x','y','z'],
}

def generate_combinations(digits):
    results = []
    if not digits:
        return results
    dfs(digits, 0, """", results)
    return results

def dfs(digits, idx, stringlist, results):
    if idx == len(digits):
        results.append(stringlist)
        return 
    for char in KEYBOARD[digits[idx]]:
        dfs(digits, idx+1, stringlist+char, results)",182
23598801153,count_paths,"def count_paths(m: int, n: int) -> int:
    # Create a 2D table to store results of subproblems
    dp = [[0 for x in range(n)] for x in range(m)]
 
    # Count of paths to reach any cell in first column is 1
    for i in range(m):
        dp[i][0] = 1
 
    # Count of paths to reach any cell in first column is 1
    for j in range(n):
        dp[0][j] = 1

    # Calculate count of paths for other cells in bottom-up manner using the recursive solution
    for i in range(1, m):
        for j in range(n):
            dp[i][j] = dp[i-1][j] + dp[i][j-1]
    return dp[m-1][n-1]",182
32607077939,has_cycle,"from typing import List, Tuple

def has_cycle(edges: List[Tuple[int, int]]) -> bool:
    def dfs(node, visited, recursion_stack):
        visited.add(node)
        recursion_stack.add(node)

        for neighbor in adjacency_list[node]:
            if neighbor not in visited:
                if dfs(neighbor, visited, recursion_stack):
                    return True
            elif neighbor in recursion_stack:
                return True

        recursion_stack.remove(node)
        return False

    nodes = set()
    for edge in edges:
        nodes.add(edge[0])
        nodes.add(edge[1])

    adjacency_list = {node: [] for node in nodes}
    for src, dest in edges:
        adjacency_list[src].append(dest)

    visited = set()
    for node in nodes:
        if node not in visited:
            if dfs(node, visited, set()):
                return True

    return False",182
6126571037,largestRectangle,"from collections import deque

def largestRectangle(matrix):
    if not matrix:
        return 0
    rows, cols = len(matrix), len(matrix[0])
    heights = [0] * cols
    max_area = 0

    for row in matrix:
        for col in range(cols):
            if row[col] == 1:
                heights[col] += 1
            else:
                heights[col] = 0

        stack = deque()
        area = 0
        for i, height in enumerate(heights + [0]):
            while stack and heights[stack[-1]] >= height:
                h = heights[stack.pop()]
                w = i if not stack else i - stack[-1] - 1
                area = max(area, h * w)
            stack.append(i)
        max_area = max(max_area, area)
    return max_area",182
1694201706,longest_Palindrome,"def longest_Palindrome(s: str) -> str:
    if len(s) < 2 or s == s[::-1]:
        return s

    start, max_len = 0, 1

    def expand_around_center(left, right):
        nonlocal start, max_len
        while left >= 0 and right < len(s) and s[left] == s[right]:
            if (right - left + 1) > max_len:
                start, max_len = left, right - left + 1
            left -= 1
            right += 1

    for i in range(1, len(s)):
        expand_around_center(i - 1, i)  # Even length palindrome
        expand_around_center(i - 1, i + 1)  # Odd length palindrome

    return s[start:start + max_len]",181
30239194688,levenshtein_distance,"def levenshtein_distance(str1, str2):
    m, n = len(str1), len(str2)
    dp = [[0] * (n+1) for _ in range(m+1)]

    for i in range(m+1):
        dp[i][0] = i
    for j in range(n+1):
        dp[0][j] = j

    for i in range(1, m+1):
        for j in range(1, n+1):
            if str1[i-1] == str2[j-1]:
                dp[i][j] = dp[i-1][j-1]
            else:
                dp[i][j] = 1 + min(dp[i-1][j], dp[i][j-1], dp[i-1][j-1])
    return dp[m][n]",181
19454290049,count_Islands,"from typing import List

def dfs(grid: List[List[str]], i: int, j: int) -> None:
    if i < 0 or j < 0 or i >= len(grid) or j >= len(grid[0]) or grid[i][j] == ""0"":
        return
    grid[i][j] = ""0""
    dfs(grid, i + 1, j)
    dfs(grid, i - 1, j)
    dfs(grid, i, j + 1)
    dfs(grid, i, j - 1)

def count_Islands(grid: List[List[str]]) -> int:
    count = 0
    for i in range(len(grid)):
        for j in range(len(grid[0])):
            if grid[i][j] == ""1"":
                dfs(grid, i, j)
                count += 1
    return count",181
12233768740,word_search,"def word_search(board, word):
    def dfs(x, y, k):
        if not 0 <= x < len(board) or not 0 <= y < len(board[0]) or board[x][y] != word[k]:
            return False
        if k == len(word) - 1:
            return True
        temp, board[x][y] = board[x][y], '/'
        found = dfs(x+1, y, k+1) or dfs(x-1, y, k+1) or dfs(x, y+1, k+1) or dfs(x, y-1, k+1)
        board[x][y] = temp
        return found

    for i in range(len(board)):
        for j in range(len(board[0])):
            if dfs(i, j, 0):
                return True
    return False",181
30002075965,find_missing_positive,"def find_missing_positive(nums):
    if not nums:
        return 1
    n = len(nums)
    for i in range(n):
        while 1 <= nums[i] <= n and nums[nums[i] - 1] != nums[i]:
            nums[nums[i] - 1], nums[i] = nums[i], nums[nums[i] - 1]
    for i in range(n):
        if nums[i] != i + 1:
            return i + 1
    return n + 1

print(find_missing_positive([3, 4, -1, 1]))  # Output: 2
print(find_missing_positive([1, 2, 0]))  # Output: 3
print(find_missing_positive([7, 8, 9, 11, 12]))  # Output: 1",181
26230534992,median_sorted_arrays,"def median_sorted_arrays(nums1, nums2):
    nums3 = []
    i, j = 0, 0
    while i < len(nums1) and j < len(nums2):
        if nums1[i] < nums2[j]:
            nums3.append(nums1[i])
            i += 1
        else:
            nums3.append(nums2[j])
            j += 1
    while i < len(nums1):
        nums3.append(nums1[i])
        i += 1
    while j < len(nums2):
        nums3.append(nums2[j])
        j += 1
    n = len(nums3)
    if n % 2 == 0:
        return (nums3[n // 2 - 1] + nums3[n // 2]) / 2
    else:
        return nums3[n // 2]",181
7875530666,pick_max_coins,"def pick_max_coins(matrix):
    if not matrix or not matrix[0]:
        return 0
    m, n = len(matrix), len(matrix[0])
    dp = [[0]*n for _ in range(m)]
    dp[0][0] = matrix[0][0]
    for i in range(1, m):
        dp[i][0] = dp[i-1][0] + matrix[i][0]
    for j in range(1, n):
        dp[0][j] = dp[0][j-1] + matrix[0][j]
    for i in range(1, m):
        for j in range(1, n):
            dp[i][j] = max(dp[i-1][j], dp[i][j-1]) + matrix[i][j]
    return dp[-1][-1]",181
17232445276,max_water_container,"def max_water_container(height):
    max_area = 0
    left = 0
    right = len(height) - 1
    while left < right:
        width = right - left
        height_left = height[left]
        height_right = height[right]
        max_area = max(max_area, min(height_left, height_right) * width)
        if height_left < height_right:
            left += 1
        else:
            right -= 1
    return max_area

# Test cases
print(max_water_container([1,8,6,2,5,4,8,3,7])) # 49
print(max_water_container([1,1])) # 1
print(max_water_container([4,3,2,1,4])) # 16
print(max_water_container([1,2,1])) # 2",181
6646006464,count_occurrence,"def count_occurrence(arr, num):
    first_occurrence = find_occurrence(arr, num, True)
    if first_occurrence == -1:
        return 0

    last_occurrence = find_occurrence(arr, num, False)
    return last_occurrence - first_occurrence + 1


def find_occurrence(arr, num, is_first):
    start, end = 0, len(arr) - 1
    result = -1
    while start <= end:
        mid = (start + end) // 2
        if arr[mid] > num:
            end = mid - 1
        elif arr[mid] < num:
            start = mid + 1
        else:
            result = mid
            if is_first:
                end = mid - 1
            else:
                start = mid + 1
    return result",180
36993508089,longest_bitonic_subsequence,"def longest_bitonic_subsequence(arr):
    n = len(arr)
    inc = [1]*n
    dec = [1]*n

    for i in range(1, n):
        for j in range(i):
            if arr[i] > arr[j] and inc[i] < inc[j] + 1:
                inc[i] = inc[j] + 1

    for i in range(n-2, -1, -1):
        for j in range(n-1, i, -1):
            if arr[i] > arr[j] and dec[i] < dec[j] + 1:
                dec[i] = dec[j] + 1

    max_length = 0
    for i in range(n):
        max_length = max(max_length, inc[i] + dec[i] - 1)
    
    return max_length",180
13268086992,max_unique_subseq,"from collections import defaultdict

def max_unique_subseq(s, t):
    max_subseq = """"
    for i in range(len(s)):
        char_count = defaultdict(int)
        subseq = """"
        for j in range(i, min(i + t, len(s))):
            if char_count[s[j]] == 0:
                subseq += s[j]
                char_count[s[j]] += 1
            else:
                break
        if len(subseq) > len(max_subseq):
            max_subseq = subseq
    return max_subseq

# Test cases
assert max_unique_subseq(""abcabc"", 3) == ""abc""
assert max_unique_subseq(""abacab"", 3) == ""bac""
assert max_unique_subseq(""awaglknagawunagwkwagl"", 4) == ""wagl""",180
12094516550,find_longest_increasing_subsequence,"def find_longest_increasing_subsequence(arr):
    if not arr:
        return 0

    dp = [1] * len(arr)
    for i in range(1, len(arr)):
        for j in range(i):
            if arr[i] > arr[j]:
                dp[i] = max(dp[i], dp[j] + 1)

    return max(dp)

print(find_longest_increasing_subsequence([10, 9, 2, 5, 3, 7, 101, 18])) # 4
print(find_longest_increasing_subsequence([0, 1, 0, 3, 2, 3])) # 4
print(find_longest_increasing_subsequence([7, 7, 7, 7, 7, 7, 7])) # 1",180
71725177746,min_operations,"def min_operations(x, y):
    if x >= y:
        return x - y
    if y % 2 == 0:
        return 1 + min_operations(x, y // 2)
    else:
        return 1 + min_operations(x, y + 1)

# Optimal solution using memoization
def min_operations_optimized(x, y, memo = {}):
    if x >= y:
        return x - y
    if (x, y) in memo:
        return memo[(x, y)]
    if y % 2 == 0:
        memo[(x, y)] = 1 + min_operations_optimized(x, y // 2, memo)
    else:
        memo[(x, y)] = 1 + min_operations_optimized(x, y + 1, memo)
    return memo[(x, y)]",180
15307175475,unique_path_with_obstacles,"def unique_path_with_obstacles(obstacleGrid):
    m, n = len(obstacleGrid), len(obstacleGrid[0])
    if obstacleGrid[0][0] == 1 or obstacleGrid[m-1][n-1] == 1:
        return 0
    dp = [[0 for _ in range(n)] for _ in range(m)]
    dp[0][0] = 1
    for i in range(m):
        for j in range(n):
            if obstacleGrid[i][j] == 1:
                dp[i][j] = 0
            else:
                if i > 0:
                    dp[i][j] += dp[i-1][j]
                if j > 0:
                    dp[i][j] += dp[i][j-1]
    return dp[m-1][n-1]",179
37809597094,tree_height,"from typing import Optional

class TreeNode:
    def __init__(self, value=0, left=None, right=None):
        self.value = value
        self.left = left
        self.right = right

def tree_height(root: Optional[TreeNode]) -> int:
    if root is None:
        return 0
    else:
        left_height = tree_height(root.left)
        right_height = tree_height(root.right)
        return max(left_height, right_height) + 1

# Create a binary tree
#       1
#      / \
#     2   3
#    / \
#   4   5
root = TreeNode(1)
root.left = TreeNode(2)
root.right = TreeNode(3)
root.left.left = TreeNode(4)
root.left.right = TreeNode(5)

assert tree_height(root) == 3",179
74184800885,numDecodings,"def numDecodings(s: str) -> int:
    """"""
    Dynamic programming approach to solve the decode ways problem.
    dp[i] represents the number of ways to decode the string s[:i].
    """"""
    n = len(s)
    if n == 0 or s[0] == '0':
        return 0
    dp = [0] * (n + 1)
    dp[0], dp[1] = 1, 1
    for i in range(2, n + 1):
        if s[i-1] > '0':
            dp[i] = dp[i-1]
        if s[i-2] == '1' or (s[i-2] == '2' and s[i-1] < '7'):
            dp[i] += dp[i-2]
    return dp[n]",179
4875444799,min_operations,"def min_operations(str1, str2):
    m, n = len(str1), len(str2)
    dp = [[0] * (n + 1) for _ in range(m + 1)]
    for i in range(m + 1):
        for j in range(n + 1):
            if i == 0:
                dp[i][j] = j
            elif j == 0:
                dp[i][j] = i
            elif str1[i - 1] == str2[j - 1]:
                dp[i][j] = dp[i - 1][j - 1]
            else:
                dp[i][j] = 1 + min(dp[i - 1][j], dp[i][j - 1], dp[i - 1][j - 1])
    return dp[m][n]",179
18674604401,longest_common_substring,"def longest_common_substring(str1, str2):
    m = len(str1)
    n = len(str2)
    dp = [[0] * (n+1) for _ in range(m+1)]
    max_len = 0
    end_index = 0
    
    for i in range(1, m+1):
        for j in range(1, n+1):
            if str1[i-1] == str2[j-1]:
                dp[i][j] = dp[i-1][j-1] + 1
                if dp[i][j] > max_len:
                    max_len = dp[i][j]
                    end_index = i - 1
            else:
                dp[i][j] = 0
                
    return str1[end_index - max_len + 1:end_index + 1]",178
38393988640,can_form_string,"def can_form_string(target, words):
    """"""
    Determines if the target string can be formed by concatenating words from the given list of words.

    :param target: A string to be formed by concatenating words.
    :param words: A list of strings that can be used to form the target string.
    :return: True if the target string can be formed, False otherwise.
    """"""
    word_set = set(words)
    memo = {}

    def can_form_helper(s):
        if s in memo:
            return memo[s]

        if s in word_set:
            return True

        for word in words:
            if s.startswith(word):
                suffix = s[len(word):]
                if can_form_helper(suffix):
                    memo[s] = True
                    return True

        memo[s] = False
        return False

    return can_form_helper(target)",178
37304495218,find_combinations,"from typing import List

def find_combinations(nums: List[int], target: int) -> List[List[int]]:
    def backtrack(remain, combo, start):
        if remain == 0:
            # make a deep copy of the current combination,
            # since the combination would be backtracked later.
            result.append(list(combo))
            return
        elif remain < 0:
            # exceed the scope, stop exploration.
            return

        for i in range(start, len(nums)):
            # add the number into the combination
            combo.append(nums[i])
            # give the current number another chance,
            # rather than moving on
            backtrack(remain - nums[i], combo, i)
            # backtrack, remove the number from the combination
            combo.pop()

    nums.sort()
    result = []
    backtrack(target, [], 0)
    return result",178
5114702336,max_depth,"class TreeNode:
    """"""Definition for a binary tree node""""""

    def __init__(self, value):
        self.value = value
        self.left = None
        self.right = None

def max_depth(root):
    if root is None:
        return 0
    else:
        left_depth = max_depth(root.left)
        right_depth = max_depth(root.right)
        return max(left_depth, right_depth) + 1

# Testing with sample data
root1 = TreeNode(1)
root1.left = TreeNode(2)
root1.right = TreeNode(3)

root2 = TreeNode(1)
root2.left = TreeNode(2)
root2.right = TreeNode(3)
root2.left.left = TreeNode(4)
root2.right.left = TreeNode(5)
root2.right.right = TreeNode(6)
root2.right.left.left = TreeNode(7)",178
